Number of features,All assessments
27,0.8051200000000002
26,0.8028799999999998
25,0.80074
24,0.80026
23,0.7992
22,0.7970200000000001
21,0.79346
20,0.79508
19,0.79105
18,0.78958
17,0.78596
16,0.7843600000000001
15,0.78024
14,0.78192
13,0.78289
12,0.78152
11,0.7735099999999999
10,0.7814700000000001
9,0.78021
8,0.7870900000000002
7,0.79111
6,0.7899299999999999
5,0.7867999999999999
4,0.77821
3,0.7727799999999999
2,0.7523
1,0.72292
